mapping_unit,badge,total_score,degradation_risk,suitability,drainage,ph_range,slope,soil_texture,major_crops,risk_factors
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
2c,GOLD,73,MEDIUM,Moderately Suitable,Poorly Drained,5.5 - 5.9,0 - 2%,Silty Loam,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Vegetables",Waterlogging risk - poor drainage
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
2b,GOLD,80,LOW,Moderately Suitable,Well Drained,6.5 - 7.8,0 - 2%,Loamy Fine Sand,"Sorghum,Millet,Cowpea,Cotton,Maize,Yam,Vegetables,Rice",Well-suited for sustainable agriculture
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
2c,GOLD,73,MEDIUM,Moderately Suitable,Poorly Drained,5.5 - 5.9,0 - 2%,Silty Loam,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Vegetables",Waterlogging risk - poor drainage
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1b,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.5 - 5.2,0 - 2%,Sandy Clay,"Yam,Fruits,Rice,Cassava,OilPalm,,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
1c,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.0 - 5.5,0 - 2%,Sandy,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Fruits and Vegetables",Waterlogging risk - poor drainage
3a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,7.0 - 8.4,0 - 2%,Sandy Loam,"Groundnut,Sorghum,Cotton,Maize,Millet,Cowpea",Waterlogging risk - poor drainage
15c,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Moderately Drained,5.9 - 6.3,0 - 2%,Sandy Loam,"Groundnut,Millet,Cotton,Tobacco,Vegetables",Well-suited for sustainable agriculture
